Unnamed: 0,Zone,State,City,Name,Type,year,time_required,G_rating,fee,Significance,reviews,Place_img,Place_img_1,Place_img_2,Place_img_3,Place_img_4
41,Southern,Telangana,Hyderabad,Lumbini Park,,1994,1,4.1,20,Recreational,0.73,https://images.unsplash.com/photo-1601208443688-c71856b84610?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w2NDMwNDB8MHwxfHNlYXJjaHwxfHxNYWhhbGF4bWklMjBUZW1wbGV8ZW58MHx8fHwxNzIzNTQ4NTUzfDA&ixlib=rb-4.0.3&q=80&w=1080,https://images.unsplash.com/photo-1705861146215-893c716481e7?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w2NDMwNDB8MHwxfHNlYXJjaHwxfHxJbmRpYSUyMEdhdGV8ZW58MHx8fHwxNzIzODAzMDM1fDA&ixlib=rb-4.0.3&q=80&w=1121,https://images.unsplash.com/photo-1705602666111-cbc89f3e9afe?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w2NDMwNDB8MHwxfHNlYXJjaHwyfHxMdW1iaW5pJTIwUGFya3xlbnwwfHx8fDE3MjM4MDMyMTh8MA&ixlib=rb-4.0.3&q=80&w=1080,https://images.unsplash.com/photo-1705602666227-cacf185a744f?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w2NDMwNDB8MHwxfHNlYXJjaHwzfHxMdW1iaW5pJTIwUGFya3xlbnwwfHx8fDE3MjM4MDMyMTh8MA&ixlib=rb-4.0.3&q=80&w=1080,https://images.unsplash.com/photo-1614939167177-2abab4bf9b03?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w2NDMwNDB8MHwxfHNlYXJjaHw0fHxMdW1iaW5pJTIwUGFya3xlbnwwfHx8fDE3MjM4MDMyMTh8MA&ixlib=rb-4.0.3&q=80&w=1080
42,Eastern,West Bengal,Kolkata,Victoria Memorial,,1921,1.5,4.6,30,Historical,0.73,https://images.unsplash.com/photo-1587842501012-1bf5cca58a40?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w2NDMwNDB8MHwxfHNlYXJjaHwxfHxIYWppJTIwQWxpJTIwRGFyZ2FofGVufDB8fHx8MTcyMzU0ODU1N3ww&ixlib=rb-4.0.3&q=80&w=1080,https://images.unsplash.com/photo-1705861146215-893c716481e7?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w2NDMwNDB8MHwxfHNlYXJjaHwxfHxJbmRpYSUyMEdhdGV8ZW58MHx8fHwxNzIzODAzMDM1fDA&ixlib=rb-4.0.3&q=80&w=1122,https://images.unsplash.com/photo-1705187108856-5e20efab7acf?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w2NDMwNDB8MHwxfHNlYXJjaHwyfHxWaWN0b3JpYSUyME1lbW9yaWFsfGVufDB8fHx8MTcyMzgwMzIyMnww&ixlib=rb-4.0.3&q=80&w=1080,https://images.unsplash.com/photo-1496372412473-e8548ffd82bc?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w2NDMwNDB8MHwxfHNlYXJjaHwzfHxWaWN0b3JpYSUyME1lbW9yaWFsfGVufDB8fHx8MTcyMzgwMzIyMnww&ixlib=rb-4.0.3&q=80&w=1080,https://images.unsplash.com/photo-1702365202226-f8e5c7a572f1?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w2NDMwNDB8MHwxfHNlYXJjaHw0fHxWaWN0b3JpYSUyME1lbW9yaWFsfGVufDB8fHx8MTcyMzgwMzIyMnww&ixlib=rb-4.0.3&q=80&w=1080
43,Eastern,West Bengal,Kolkata,Howrah Bridge,,1943,0.5,4.6,0,Architectural,1.2,https://images.unsplash.com/photo-1581748931384-5e611fdefb8d?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w2NDMwNDB8MHwxfHNlYXJjaHwxfHxDaG93cGF0dHklMjBCZWFjaHxlbnwwfHx8fDE3MjM1NDg1NjB8MA&ixlib=rb-4.0.3&q=80&w=1080,https://images.unsplash.com/photo-1705861146215-893c716481e7?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w2NDMwNDB8MHwxfHNlYXJjaHwxfHxJbmRpYSUyMEdhdGV8ZW58MHx8fHwxNzIzODAzMDM1fDA&ixlib=rb-4.0.3&q=80&w=1123,https://images.unsplash.com/photo-1650874210541-c17a49a01a19?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w2NDMwNDB8MHwxfHNlYXJjaHwyfHxIb3dyYWglMjBCcmlkZ2V8ZW58MHx8fHwxNzIzODAzMjI1fDA&ixlib=rb-4.0.3&q=80&w=1080,https://images.unsplash.com/photo-1694859887383-d7dddd9a3399?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w2NDMwNDB8MHwxfHNlYXJjaHwzfHxIb3dyYWglMjBCcmlkZ2V8ZW58MHx8fHwxNzIzODAzMjI1fDA&ixlib=rb-4.0.3&q=80&w=1080,https://images.unsplash.com/photo-1677307816181-1446ab18913e?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w2NDMwNDB8MHwxfHNlYXJjaHw0fHxIb3dyYWglMjBCcmlkZ2V8ZW58MHx8fHwxNzIzODAzMjI1fDA&ixlib=rb-4.0.3&q=80&w=1080
44,Eastern,West Bengal,Kolkata,Indian Museum,,1814,2,4.6,50,Historical,0.18,https://images.unsplash.com/photo-1476304884326-cd2c88572c5f?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w2NDMwNDB8MHwxfHNlYXJjaHwxfHxFc3NlbCUyMFdvcmxkfGVufDB8fHx8MTcyMzU0ODU2NHww&ixlib=rb-4.0.3&q=80&w=1080,https://images.unsplash.com/photo-1705861146215-893c716481e7?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w2NDMwNDB8MHwxfHNlYXJjaHwxfHxJbmRpYSUyMEdhdGV8ZW58MHx8fHwxNzIzODAzMDM1fDA&ixlib=rb-4.0.3&q=80&w=1124,https://images.unsplash.com/photo-1655389818095-3b1cdecd2447?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w2NDMwNDB8MHwxfHNlYXJjaHwyfHxJbmRpYW4lMjBNdXNldW18ZW58MHx8fHwxNzIzODAzMjI5fDA&ixlib=rb-4.0.3&q=80&w=1080,https://images.unsplash.com/photo-1655389817986-1fb9833bd67c?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w2NDMwNDB8MHwxfHNlYXJjaHwzfHxJbmRpYW4lMjBNdXNldW18ZW58MHx8fHwxNzIzODAzMjI5fDA&ixlib=rb-4.0.3&q=80&w=1080,https://images.unsplash.com/photo-1662717401806-4ed2adc3ac1d?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w2NDMwNDB8MHwxfHNlYXJjaHw0fHxJbmRpYW4lMjBNdXNldW18ZW58MHx8fHwxNzIzODAzMjI5fDA&ixlib=rb-4.0.3&q=80&w=1080
45,Eastern,West Bengal,Kolkata,Dakshineswar Kali Temple,,1855,1,4.7,0,Religious,0.82,https://images.unsplash.com/photo-1619951068574-b3bbe7a07426?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w2NDMwNDB8MHwxfHNlYXJjaHwxfHxFbGVwaGFudGElMjBDYXZlc3xlbnwwfHx8fDE3MjM1NDg1Njd8MA&ixlib=rb-4.0.3&q=80&w=1080,https://images.unsplash.com/photo-1705861146215-893c716481e7?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w2NDMwNDB8MHwxfHNlYXJjaHwxfHxJbmRpYSUyMEdhdGV8ZW58MHx8fHwxNzIzODAzMDM1fDA&ixlib=rb-4.0.3&q=80&w=1125,https://images.unsplash.com/photo-1649521973050-4f4eea8fa1d9?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w2NDMwNDB8MHwxfHNlYXJjaHwyfHxEYWtzaGluZXN3YXIlMjBLYWxpJTIwVGVtcGxlfGVufDB8fHx8MTcyMzgwMzIzMnww&ixlib=rb-4.0.3&q=80&w=1080,https://images.unsplash.com/photo-1677219100028-27e643076804?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w2NDMwNDB8MHwxfHNlYXJjaHwzfHxEYWtzaGluZXN3YXIlMjBLYWxpJTIwVGVtcGxlfGVufDB8fHx8MTcyMzgwMzIzMnww&ixlib=rb-4.0.3&q=80&w=1080,https://images.unsplash.com/photo-1677397322995-25dedc079fb8?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w2NDMwNDB8MHwxfHNlYXJjaHw0fHxEYWtzaGluZXN3YXIlMjBLYWxpJTIwVGVtcGxlfGVufDB8fHx8MTcyMzgwMzIzMnww&ixlib=rb-4.0.3&q=80&w=1080
46,Eastern,West Bengal,Kolkata,Kalighat Kali Temple,,1809,1,4.4,0,Religious,0.5,https://images.unsplash.com/photo-1672560045744-17f136d4a21c?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w2NDMwNDB8MHwxfHNlYXJjaHwxfHxJbWFnaWNhYXxlbnwwfHx8fDE3MjM1NDg1NzF8MA&ixlib=rb-4.0.3&q=80&w=1080,https://images.unsplash.com/photo-1705861146215-893c716481e7?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w2NDMwNDB8MHwxfHNlYXJjaHwxfHxJbmRpYSUyMEdhdGV8ZW58MHx8fHwxNzIzODAzMDM1fDA&ixlib=rb-4.0.3&q=80&w=1126,https://images.unsplash.com/photo-1602772576452-2728cd3bca17?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w2NDMwNDB8MHwxfHNlYXJjaHwyfHxLYWxpZ2hhdCUyMEthbGklMjBUZW1wbGV8ZW58MHx8fHwxNzIzODAzMjM2fDA&ixlib=rb-4.0.3&q=80&w=1080,https://images.unsplash.com/photo-1616308913682-d75367dd6e8d?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w2NDMwNDB8MHwxfHNlYXJjaHwzfHxLYWxpZ2hhdCUyMEthbGklMjBUZW1wbGV8ZW58MHx8fHwxNzIzODAzMjM2fDA&ixlib=rb-4.0.3&q=80&w=1080,https://images.unsplash.com/photo-1547126627-af8df614498c?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w2NDMwNDB8MHwxfHNlYXJjaHw0fHxLYWxpZ2hhdCUyMEthbGklMjBUZW1wbGV8ZW58MHx8fHwxNzIzODAzMjM2fDA&ixlib=rb-4.0.3&q=80&w=1080
47,Eastern,West Bengal,Kolkata,Eden Gardens,,1864,3,4.1,2500,Sports,0.1,https://images.unsplash.com/photo-1672828792610-c336e7db6646?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w2NDMwNDB8MHwxfHNlYXJjaHwxfHxCYW5nYWxvcmUlMjBQYWxhY2V8ZW58MHx8fHwxNzIzNTQ4NTc0fDA&ixlib=rb-4.0.3&q=80&w=1080,https://images.unsplash.com/photo-1705861146215-893c716481e7?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w2NDMwNDB8MHwxfHNlYXJjaHwxfHxJbmRpYSUyMEdhdGV8ZW58MHx8fHwxNzIzODAzMDM1fDA&ixlib=rb-4.0.3&q=80&w=1127,https://images.unsplash.com/photo-1630305106122-80b9ace010c7?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w2NDMwNDB8MHwxfHNlYXJjaHwyfHxFZGVuJTIwR2FyZGVuc3xlbnwwfHx8fDE3MjM4MDMyMzl8MA&ixlib=rb-4.0.3&q=80&w=1080,https://images.unsplash.com/photo-1630305106160-b347c97038fe?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w2NDMwNDB8MHwxfHNlYXJjaHwzfHxFZGVuJTIwR2FyZGVuc3xlbnwwfHx8fDE3MjM4MDMyMzl8MA&ixlib=rb-4.0.3&q=80&w=1080,https://images.unsplash.com/photo-1653909287121-dc10a664a612?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w2NDMwNDB8MHwxfHNlYXJjaHw0fHxFZGVuJTIwR2FyZGVuc3xlbnwwfHx8fDE3MjM4MDMyMzl8MA&ixlib=rb-4.0.3&q=80&w=1080
48,Eastern,West Bengal,Kolkata,Alipore Zoological Gardens,,1876,2,4.3,25,Wildlife,0.66,https://images.unsplash.com/photo-1663062542918-b705c09efff1?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w2NDMwNDB8MHwxfHNlYXJjaHwxfHxMYWxiYWdoJTIwQm90YW5pY2FsJTIwR2FyZGVufGVufDB8fHx8MTcyMzU0ODU3N3ww&ixlib=rb-4.0.3&q=80&w=1080,https://images.unsplash.com/photo-1705861146215-893c716481e7?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w2NDMwNDB8MHwxfHNlYXJjaHwxfHxJbmRpYSUyMEdhdGV8ZW58MHx8fHwxNzIzODAzMDM1fDA&ixlib=rb-4.0.3&q=80&w=1128,https://images.unsplash.com/photo-1590025877851-33a6250be62d?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w2NDMwNDB8MHwxfHNlYXJjaHwyfHxBbGlwb3JlJTIwWm9vbG9naWNhbCUyMEdhcmRlbnN8ZW58MHx8fHwxNzIzODAzMjQzfDA&ixlib=rb-4.0.3&q=80&w=1080,https://images.unsplash.com/photo-1591238486049-641eab268a5a?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w2NDMwNDB8MHwxfHNlYXJjaHwzfHxBbGlwb3JlJTIwWm9vbG9naWNhbCUyMEdhcmRlbnN8ZW58MHx8fHwxNzIzODAzMjQzfDA&ixlib=rb-4.0.3&q=80&w=1080,https://images.unsplash.com/photo-1654466544148-095e5106fdb0?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w2NDMwNDB8MHwxfHNlYXJjaHw0fHxBbGlwb3JlJTIwWm9vbG9naWNhbCUyMEdhcmRlbnN8ZW58MHx8fHwxNzIzODAzMjQzfDA&ixlib=rb-4.0.3&q=80&w=1080
49,Eastern,West Bengal,Kolkata,Science City Kolkata,,1997,3,4.4,60,Educational,0.88,https://images.unsplash.com/photo-1648994176530-f2821a75e45a?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w2NDMwNDB8MHwxfHNlYXJjaHwxfHxDdWJib24lMjBQYXJrfGVufDB8fHx8MTcyMzU0ODU4MXww&ixlib=rb-4.0.3&q=80&w=1080,https://images.unsplash.com/photo-1477959858617-67f85cf4f1df?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w2NDMwNDB8MHwxfHNlYXJjaHwxfHxTY2llbmNlJTIwQ2l0eSUyMEtvbGthdGF8ZW58MHx8fHwxNzIzODAzMjQ3fDA&ixlib=rb-4.0.3&q=80&w=1080,https://images.unsplash.com/photo-1519501025264-65ba15a82390?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w2NDMwNDB8MHwxfHNlYXJjaHwyfHxTY2llbmNlJTIwQ2l0eSUyMEtvbGthdGF8ZW58MHx8fHwxNzIzODAzMjQ3fDA&ixlib=rb-4.0.3&q=80&w=1080,https://images.unsplash.com/photo-1496871455396-14e56815f1f4?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w2NDMwNDB8MHwxfHNlYXJjaHwzfHxTY2llbmNlJTIwQ2l0eSUyMEtvbGthdGF8ZW58MHx8fHwxNzIzODAzMjQ3fDA&ixlib=rb-4.0.3&q=80&w=1080,https://images.unsplash.com/photo-1480714378408-67cf0d13bc1b?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w2NDMwNDB8MHwxfHNlYXJjaHw0fHxTY2llbmNlJTIwQ2l0eSUyMEtvbGthdGF8ZW58MHx8fHwxNzIzODAzMjQ3fDA&ixlib=rb-4.0.3&q=80&w=1080
50,Eastern,West Bengal,Kolkata,Belur Math,,1898,1.5,4.7,0,Religious,0.47,https://images.unsplash.com/photo-1675589412450-571c4a5afe6e?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w2NDMwNDB8MHwxfHNlYXJjaHwxfHxWaWRoYW5hJTIwU291ZGhhfGVufDB8fHx8MTcyMzU0ODU4NHww&ixlib=rb-4.0.3&q=80&w=1080,https://images.unsplash.com/photo-1677219100015-f9184f7486c5?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w2NDMwNDB8MHwxfHNlYXJjaHwxfHxCZWx1ciUyME1hdGh8ZW58MHx8fHwxNzIzODA4NjQxfDA&ixlib=rb-4.0.3&q=80&w=1080,https://images.unsplash.com/photo-1667364061960-228d3d53b8f2?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w2NDMwNDB8MHwxfHNlYXJjaHwyfHxCZWx1ciUyME1hdGh8ZW58MHx8fHwxNzIzODA4NjQxfDA&ixlib=rb-4.0.3&q=80&w=1080,https://images.unsplash.com/photo-1667364061997-ef7b23b4bd2b?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w2NDMwNDB8MHwxfHNlYXJjaHwzfHxCZWx1ciUyME1hdGh8ZW58MHx8fHwxNzIzODA4NjQxfDA&ixlib=rb-4.0.3&q=80&w=1080,https://images.unsplash.com/photo-1632570248871-ba854ca12f76?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w2NDMwNDB8MHwxfHNlYXJjaHw0fHxCZWx1ciUyME1hdGh8ZW58MHx8fHwxNzIzODA4NjQxfDA&ixlib=rb-4.0.3&q=80&w=1080
51,Eastern,West Bengal,Kolkata,Marble Palace,,1835,1,4.4,0,Historical,0.1,https://images.unsplash.com/photo-1701172188718-35894ba655ee?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w2NDMwNDB8MHwxfHNlYXJjaHwxfHxJU0tDT04lMjBUZW1wbGUlMjBCYW5nYWxvcmV8ZW58MHx8fHwxNzIzNTQ4NTg4fDA&ixlib=rb-4.0.3&q=80&w=1080,https://images.unsplash.com/photo-1523544261025-3159599b1fc3?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w2NDMwNDB8MHwxfHNlYXJjaHwxfHxNYXJibGUlMjBQYWxhY2V8ZW58MHx8fHwxNzIzODA4NjQ0fDA&ixlib=rb-4.0.3&q=80&w=1080,https://images.unsplash.com/photo-1523428461295-92770e70d7ae?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w2NDMwNDB8MHwxfHNlYXJjaHwyfHxNYXJibGUlMjBQYWxhY2V8ZW58MHx8fHwxNzIzODA4NjQ0fDA&ixlib=rb-4.0.3&q=80&w=1080,https://images.unsplash.com/photo-1600118569960-ea0f09f92d5b?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w2NDMwNDB8MHwxfHNlYXJjaHwzfHxNYXJibGUlMjBQYWxhY2V8ZW58MHx8fHwxNzIzODA4NjQ0fDA&ixlib=rb-4.0.3&q=80&w=1080,https://images.unsplash.com/photo-1677648626156-acad341ce207?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w2NDMwNDB8MHwxfHNlYXJjaHw0fHxNYXJibGUlMjBQYWxhY2V8ZW58MHx8fHwxNzIzODA4NjQ0fDA&ixlib=rb-4.0.3&q=80&w=1080
52,Southern,Goa,Goa,Calangute Beach,,,2,4.4,0,Scenic,0.26,https://images.unsplash.com/photo-1671358914441-dacc4f1f7dd6?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w2NDMwNDB8MHwxfHNlYXJjaHwxfHxDaGFybWluYXJ8ZW58MHx8fHwxNzIzNTQ4NTkxfDA&ixlib=rb-4.0.3&q=80&w=1080,https://images.unsplash.com/photo-1560316644-03813d2504d6?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w2NDMwNDB8MHwxfHNlYXJjaHwxfHxDYWxhbmd1dGUlMjBCZWFjaHxlbnwwfHx8fDE3MjM4MDg2NDh8MA&ixlib=rb-4.0.3&q=80&w=1080,https://images.unsplash.com/photo-1607577070449-531c2296916c?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w2NDMwNDB8MHwxfHNlYXJjaHwyfHxDYWxhbmd1dGUlMjBCZWFjaHxlbnwwfHx8fDE3MjM4MDg2NDh8MA&ixlib=rb-4.0.3&q=80&w=1080,https://images.unsplash.com/photo-1597820334272-af87b2d917c1?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w2NDMwNDB8MHwxfHNlYXJjaHwzfHxDYWxhbmd1dGUlMjBCZWFjaHxlbnwwfHx8fDE3MjM4MDg2NDh8MA&ixlib=rb-4.0.3&q=80&w=1080,https://images.unsplash.com/photo-1580906304842-27398dd5e7dc?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w2NDMwNDB8MHwxfHNlYXJjaHw0fHxDYWxhbmd1dGUlMjBCZWFjaHxlbnwwfHx8fDE3MjM4MDg2NDh8MA&ixlib=rb-4.0.3&q=80&w=1080
53,Southern,Goa,Goa,Basilica of Bom Jesus,,1605,1,4.5,0,Historical,0.59,https://images.unsplash.com/photo-1640718824443-a5f3b1d29e98?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w2NDMwNDB8MHwxfHNlYXJjaHwxfHxHb2xjb25kYSUyMEZvcnR8ZW58MHx8fHwxNzIzNTQ4NTk1fDA&ixlib=rb-4.0.3&q=80&w=1080,https://images.unsplash.com/photo-1685423142584-8054c84450bd?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w2NDMwNDB8MHwxfHNlYXJjaHwxfHxCYXNpbGljYSUyMG9mJTIwQm9tJTIwSmVzdXN8ZW58MHx8fHwxNzIzODA4NjUxfDA&ixlib=rb-4.0.3&q=80&w=1080,https://images.unsplash.com/photo-1706940119676-957a79a61248?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w2NDMwNDB8MHwxfHNlYXJjaHwyfHxCYXNpbGljYSUyMG9mJTIwQm9tJTIwSmVzdXN8ZW58MHx8fHwxNzIzODA4NjUxfDA&ixlib=rb-4.0.3&q=80&w=1080,https://images.unsplash.com/photo-1700938606457-ad817e35712a?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w2NDMwNDB8MHwxfHNlYXJjaHwzfHxCYXNpbGljYSUyMG9mJTIwQm9tJTIwSmVzdXN8ZW58MHx8fHwxNzIzODA4NjUxfDA&ixlib=rb-4.0.3&q=80&w=1080,https://images.unsplash.com/photo-1718275520608-bcd9b4fc4bed?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w2NDMwNDB8MHwxfHNlYXJjaHw0fHxCYXNpbGljYSUyMG9mJTIwQm9tJTIwSmVzdXN8ZW58MHx8fHwxNzIzODA4NjUxfDA&ixlib=rb-4.0.3&q=80&w=1080
54,Southern,Goa,Goa,Fort Aguada,,1612,1.5,4.2,0,Historical,0.95,https://images.unsplash.com/photo-1439066290691-510066268af5?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w2NDMwNDB8MHwxfHNlYXJjaHwxfHxIdXNzYWluJTIwU2FnYXIlMjBMYWtlfGVufDB8fHx8MTcyMzU0ODU5OHww&ixlib=rb-4.0.3&q=80&w=1080,https://images.unsplash.com/photo-1711185424909-f45a20cbfae7?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w2NDMwNDB8MHwxfHNlYXJjaHwxfHxGb3J0JTIwQWd1YWRhfGVufDB8fHx8MTcyMzgwODY1NHww&ixlib=rb-4.0.3&q=80&w=1080,https://images.unsplash.com/photo-1711185425050-263e7f2d70fa?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w2NDMwNDB8MHwxfHNlYXJjaHwyfHxGb3J0JTIwQWd1YWRhfGVufDB8fHx8MTcyMzgwODY1NHww&ixlib=rb-4.0.3&q=80&w=1080,https://images.unsplash.com/photo-1669549805712-11f2341272e9?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w2NDMwNDB8MHwxfHNlYXJjaHwzfHxGb3J0JTIwQWd1YWRhfGVufDB8fHx8MTcyMzgwODY1NHww&ixlib=rb-4.0.3&q=80&w=1080,https://images.unsplash.com/photo-1711185425048-bb2526f08640?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w2NDMwNDB8MHwxfHNlYXJjaHw0fHxGb3J0JTIwQWd1YWRhfGVufDB8fHx8MTcyMzgwODY1NHww&ixlib=rb-4.0.3&q=80&w=1080
55,Southern,Goa,Goa,Dudhsagar Falls,,,3,4.6,500,Nature,0.3,https://images.unsplash.com/photo-1598610339755-6e4e24737a27?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w2NDMwNDB8MHwxfHNlYXJjaHwxfHxSYW1vamklMjBGaWxtJTIwQ2l0eXxlbnwwfHx8fDE3MjM1NDg2MDJ8MA&ixlib=rb-4.0.3&q=80&w=1080,https://images.unsplash.com/photo-1685858874777-b87106319be7?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w2NDMwNDB8MHwxfHNlYXJjaHwxfHxEdWRoc2FnYXIlMjBGYWxsc3xlbnwwfHx8fDE3MjM4MDg2NTh8MA&ixlib=rb-4.0.3&q=80&w=1080,https://images.unsplash.com/photo-1685858875453-3f254d74fc31?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w2NDMwNDB8MHwxfHNlYXJjaHwyfHxEdWRoc2FnYXIlMjBGYWxsc3xlbnwwfHx8fDE3MjM4MDg2NTh8MA&ixlib=rb-4.0.3&q=80&w=1080,https://images.unsplash.com/photo-1685858875995-35d9abacc4eb?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w2NDMwNDB8MHwxfHNlYXJjaHwzfHxEdWRoc2FnYXIlMjBGYWxsc3xlbnwwfHx8fDE3MjM4MDg2NTh8MA&ixlib=rb-4.0.3&q=80&w=1080,https://images.unsplash.com/photo-1685858874996-94c36ea9fb91?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w2NDMwNDB8MHwxfHNlYXJjaHw0fHxEdWRoc2FnYXIlMjBGYWxsc3xlbnwwfHx8fDE3MjM4MDg2NTh8MA&ixlib=rb-4.0.3&q=80&w=1080
